id_contrato,departamento,entidad,modalidad,valor_contrato,fecha_firma
C-019198,SANTANDER,Entidad 053,Contratacion directa,"14.652.783,29",2025-02-22
C-019199,BOGOTA D.C.,Entidad 127,Seleccion abreviada,"204.314.074,46",2025-11-25
C-019200,BOGOTA D.C.,Entidad 218,Contratacion directa,"41.046.082,23",2025-12-24
C-019201,NARINO,Entidad 107,Contratacion directa,"20.315.071,10",2025-02-14
C-019202,ATLANTICO,Entidad 160,Minima cuantia,"125.932.641,51",2025-02-25
C-019203,CUNDINAMARCA,Entidad 318,Seleccion abreviada,"73.350.534,66",2025-08-14
C-019204,QUINDIO,Entidad 115,Minima cuantia,"4.962.176,00",2025-12-28
C-019205,NARINO,Entidad 288,Contratacion directa,"16.381.132,77",2025-12-11
C-019206,ATLANTICO,Entidad 246,Minima cuantia,"55.408.669,41",2025-09-05
C-019207,ANTIOQUIA,Entidad 116,Seleccion abreviada,"10.282.563,35",2025-09-24
C-019208,BOGOTA D.C.,Entidad 290,Minima cuantia,"291.571.317,11",2025-12-24
C-019209,NARINO,Entidad 382,Licitacion publica,"66.874.577,37",2025-05-09
C-019210,CUNDINAMARCA,Entidad 005,Seleccion abreviada,"13.500.291,67",2025-05-05
C-019211,SANTANDER,Entidad 159,Seleccion abreviada,"13.655.584,81",2025-07-27
C-019212,BOGOTA D.C.,Entidad 293,Contratacion directa,"9.548.698,56",2025-05-22
C-019213,BOGOTA D.C.,Entidad 032,Licitacion publica,"36.834.722,82",2025-09-09
C-019214,BOGOTA D.C.,Entidad 083,Minima cuantia,"130.842.782,97",2025-04-02
C-019215,QUINDIO,Entidad 288,Licitacion publica,"40.983.545,76",2025-02-24
C-019216,BOLIVAR,Entidad 067,Seleccion abreviada,"19.553.472,55",2025-10-15
C-019217,ANTIOQUIA,Entidad 203,Contratacion directa,"33.404.897,24",2025-07-28
C-019218,BOGOTA D.C.,Entidad 377,Contratacion directa,"8.073.398,33",2025-07-23
C-019219,HUILA,Entidad 095,Minima cuantia,"5.419.124,54",2025-08-22
C-019220,VALLE DEL CAUCA,Entidad 279,Seleccion abreviada,"107.267.004,12",2025-09-07
C-019221,NARINO,Entidad 265,Contratacion directa,"41.382.894,25",2025-03-13
C-019222,CESAR,Entidad 399,Licitacion publica,"10.104.093,48",2025-05-10
C-019223,BOYACA,Entidad 139,Contratacion directa,"6.420.376,24",2025-08-19
C-019224,BOGOTA D.C.,Entidad 063,Seleccion abreviada,"114.856.484,83",2025-10-17
C-019225,BOGOTA D.C.,Entidad 360,Licitacion publica,"158.418.766,13",2025-08-07
C-019226,BOLIVAR,Entidad 163,Licitacion publica,"26.224.908,93",2025-11-13
C-019227,ANTIOQUIA,Entidad 150,Minima cuantia,"21.968.263,70",2025-12-02
C-019228,SANTANDER,Entidad 131,Minima cuantia,"25.899.079,10",2025-01-02
C-019229,CAUCA,Entidad 397,Seleccion abreviada,"67.355.799,14",2025-06-12
C-019230,ATLANTICO,Entidad 055,Seleccion abreviada,"60.377.916,67",2025-01-25
C-019231,NARINO,Entidad 342,Minima cuantia,"12.030.494,84",2025-04-14
C-019232,BOGOTA D.C.,Entidad 253,Seleccion abreviada,"3.467.365,12",2025-12-15
C-019233,SANTANDER,Entidad 034,Licitacion publica,"41.887.622,43",2025-10-11
C-019234,BOGOTA D.C.,Entidad 093,Licitacion publica,"15.618.098,01",2025-09-21
C-019235,ANTIOQUIA,Entidad 131,Seleccion abreviada,"8.886.538,29",2025-07-11
C-019236,VALLE DEL CAUCA,Entidad 036,Licitacion publica,"59.864.437,53",2025-09-19
C-019237,ATLANTICO,Entidad 367,Minima cuantia,"3.888.458,18",2025-12-14
C-019238,ANTIOQUIA,Entidad 310,Contratacion directa,"27.048.120,29",2025-10-24
C-019239,VALLE DEL CAUCA,Entidad 189,Licitacion publica,"75.645.310,35",2025-01-23
C-019240,VALLE DEL CAUCA,Entidad 245,Licitacion publica,"255.433.184,08",2025-11-03
C-019241,BOGOTA D.C.,Entidad 203,Licitacion publica,"16.108.722,80",2025-10-10
C-019242,HUILA,Entidad 134,Seleccion abreviada,"6.005.444,24",2025-10-17
C-019243,CUNDINAMARCA,Entidad 303,Contratacion directa,"86.049.874,83",2025-04-17
C-019244,BOGOTA D.C.,Entidad 206,Seleccion abreviada,"6.771.139,56",2025-04-14
C-019245,ANTIOQUIA,Entidad 123,Contratacion directa,"25.261.736,73",2025-05-22
C-019246,BOGOTA D.C.,Entidad 366,Contratacion directa,"167.498.019,99",2025-07-07
C-019247,BOGOTA D.C.,Entidad 037,Contratacion directa,"43.559.364,21",2025-08-24
C-019248,BOGOTA D.C.,Entidad 173,Seleccion abreviada,"10.967.285,11",2025-12-07
C-019249,CUNDINAMARCA,Entidad 059,Minima cuantia,"2.892.368,54",2025-12-15
C-019250,BOGOTA D.C.,Entidad 335,Seleccion abreviada,"4.263.058,94",2025-06-28
C-019251,ATLANTICO,Entidad 094,Seleccion abreviada,"69.903.843,97",2025-06-15
C-019252,BOGOTA D.C.,Entidad 296,Licitacion publica,"140.978.707,86",2025-07-22
C-019253,CUNDINAMARCA,Entidad 132,Minima cuantia,"23.475.570,87",2025-06-10
C-019254,BOGOTA D.C.,Entidad 253,Seleccion abreviada,"31.638.566,20",2025-06-01
C-019255,BOGOTA D.C.,Entidad 337,Licitacion publica,"95.405.899,21",2025-06-02
C-019256,ANTIOQUIA,Entidad 333,Minima cuantia,"25.919.375,22",2025-11-10
C-019257,VALLE DEL CAUCA,Entidad 268,Seleccion abreviada,"10.523.176,69",2025-04-22
C-019258,CUNDINAMARCA,Entidad 137,Contratacion directa,"7.382.984,08",2025-08-05
C-019259,BOGOTA D.C.,Entidad 119,Seleccion abreviada,"65.379.771,76",2025-03-22
C-019260,CUNDINAMARCA,Entidad 288,Seleccion abreviada,"15.202.628,26",2025-05-12
C-019261,ATLANTICO,Entidad 307,Seleccion abreviada,"12.880.671,89",2025-02-04
C-019262,ANTIOQUIA,Entidad 293,Licitacion publica,"26.979.765,12",2025-06-08
C-019263,TOLIMA,Entidad 207,Seleccion abreviada,"22.478.525,38",2025-08-03
C-019264,ATLANTICO,Entidad 335,Minima cuantia,"77.964.460,18",2025-09-17
C-019265,CUNDINAMARCA,Entidad 285,Minima cuantia,"9.748.057,95",2025-08-05
C-019266,CUNDINAMARCA,Entidad 224,Licitacion publica,"24.891.805,99",2025-02-20
C-019267,ANTIOQUIA,Entidad 011,Licitacion publica,"109.714.770,36",2025-03-08
C-019268,BOGOTA D.C.,Entidad 195,Seleccion abreviada,"24.646.175,35",2025-07-25
C-019269,CESAR,Entidad 205,Licitacion publica,"55.350.368,78",2025-12-24
C-019270,SANTANDER,Entidad 237,Contratacion directa,"4.293.677,43",2025-09-24
C-019271,NARINO,Entidad 227,Minima cuantia,"45.202.595,92",2025-03-16
C-019272,CESAR,Entidad 319,Contratacion directa,"61.484.032,91",2025-04-28
C-019273,ATLANTICO,Entidad 308,Seleccion abreviada,"32.573.648,71",2025-06-10
C-019274,BOGOTA D.C.,Entidad 261,Contratacion directa,"37.289.721,89",2025-10-05
C-019275,ATLANTICO,Entidad 044,Contratacion directa,"63.017.219,43",2025-05-26
C-019276,ANTIOQUIA,Entidad 297,Seleccion abreviada,"10.009.591,82",2025-03-24
C-019277,ANTIOQUIA,Entidad 223,Seleccion abreviada,"17.071.078,10",2025-11-15
C-019278,VALLE DEL CAUCA,Entidad 364,Contratacion directa,"1.838.306,26",2025-10-18
C-019279,ATLANTICO,Entidad 344,Licitacion publica,"6.578.368,37",2025-03-14
C-019280,ANTIOQUIA,Entidad 382,Licitacion publica,"44.586.237,77",2025-09-16
C-019281,VAUPES,Entidad 069,Licitacion publica,"32.208.210,94",2025-09-21
C-019282,BOGOTA D.C.,Entidad 101,Licitacion publica,"63.343.088,07",2025-07-07
C-019283,BOGOTA D.C.,Entidad 347,Contratacion directa,"61.998.245,87",2025-10-24
C-019284,TOLIMA,Entidad 050,Minima cuantia,"143.694.863,58",2025-10-12
C-019285,VALLE DEL CAUCA,Entidad 074,Contratacion directa,"8.635.155,71",2025-08-23
C-019286,BOGOTA D.C.,Entidad 004,Seleccion abreviada,"123.536.864,66",2025-12-04
C-019287,ANTIOQUIA,Entidad 137,Contratacion directa,"16.246.599,87",2025-02-09
C-019288,BOGOTA D.C.,Entidad 294,Seleccion abreviada,"134.882.378,65",2025-07-14
C-019289,HUILA,Entidad 323,Licitacion publica,"76.465.830,68",2025-11-14
C-019290,VALLE DEL CAUCA,Entidad 162,Minima cuantia,"81.272.008,41",2025-10-03
C-019291,BOGOTA D.C.,Entidad 085,Seleccion abreviada,"19.212.230,88",2025-09-20
C-019292,BOLIVAR,Entidad 270,Licitacion publica,"6.646.076,28",2025-01-15
C-019293,ANTIOQUIA,Entidad 286,Seleccion abreviada,"12.486.041,89",2025-11-06
C-019294,ANTIOQUIA,Entidad 230,Licitacion publica,"7.319.211,96",2025-08-12
C-019295,BOLIVAR,Entidad 305,Licitacion publica,"29.500.554,30",2025-10-16
C-019296,ATLANTICO,Entidad 337,Licitacion publica,"11.794.069,76",2025-02-23
C-019297,SANTANDER,Entidad 141,Seleccion abreviada,"33.482.919,79",2025-08-09
C-019298,ANTIOQUIA,Entidad 045,Seleccion abreviada,"3.116.379,08",2025-02-09
C-019299,BOGOTA D.C.,Entidad 151,Seleccion abreviada,"22.716.722,05",2025-12-07
C-019300,BOGOTA D.C.,Entidad 397,Contratacion directa,"42.217.683,61",2025-07-03
C-019301,BOGOTA D.C.,Entidad 121,Minima cuantia,"289.860.928,97",2025-03-09
C-019302,ANTIOQUIA,Entidad 030,Minima cuantia,"110.465.308,44",2025-11-06
C-019303,CALDAS,Entidad 168,Seleccion abreviada,"38.249.490,05",2025-01-23
C-019304,SANTANDER,Entidad 162,Licitacion publica,"51.506.130,03",2025-08-27
C-019305,QUINDIO,Entidad 253,Minima cuantia,"43.998.438,80",2025-07-19
C-019306,ANTIOQUIA,Entidad 258,Licitacion publica,"30.547.294,07",2025-10-04
C-019307,RISARALDA,Entidad 088,Minima cuantia,"178.681.971,82",2025-06-01
C-019308,ANTIOQUIA,Entidad 301,Contratacion directa,"29.884.973,17",2025-04-15
C-019309,ANTIOQUIA,Entidad 294,Licitacion publica,"38.796.097,84",2025-03-05
C-019310,ANTIOQUIA,Entidad 139,Licitacion publica,"29.372.404,33",2025-06-27
C-019311,ANTIOQUIA,Entidad 309,Seleccion abreviada,"18.483.429,37",2025-10-16
C-019312,SANTANDER,Entidad 086,Minima cuantia,"248.589.969,02",2025-04-06
C-019313,ANTIOQUIA,Entidad 074,Minima cuantia,"54.779.895,11",2025-03-19
C-019314,CAUCA,Entidad 171,Minima cuantia,"44.754.280,87",2025-01-13
C-019315,BOGOTA D.C.,Entidad 366,Minima cuantia,"41.439.268,46",2025-06-17
C-019316,BOGOTA D.C.,Entidad 119,Minima cuantia,"34.042.487,93",2025-05-18
C-019317,BOGOTA D.C.,Entidad 183,Minima cuantia,"62.824.025,80",2025-12-09
C-019318,NARINO,Entidad 375,Licitacion publica,"35.549.401,29",2025-03-17
C-019319,CUNDINAMARCA,Entidad 102,Seleccion abreviada,"182.973.004,91",2025-02-15
C-019320,CUNDINAMARCA,Entidad 226,Seleccion abreviada,"8.514.514,90",2025-01-20
C-019321,BOGOTA D.C.,Entidad 107,Minima cuantia,"100.600.415,33",2025-10-01
C-019322,BOGOTA D.C.,Entidad 004,Minima cuantia,"42.381.618,28",2025-02-11
C-019323,CUNDINAMARCA,Entidad 139,Licitacion publica,"19.142.519,18",2025-07-08
C-019324,BOLIVAR,Entidad 381,Contratacion directa,"176.928.642,30",2025-07-20
C-019325,CESAR,Entidad 005,Licitacion publica,"171.986.373,00",2025-04-14
C-019326,BOGOTA D.C.,Entidad 005,Seleccion abreviada,"4.429.123,08",2025-02-05
C-019327,NARINO,Entidad 195,Contratacion directa,"17.501.705,42",2025-11-10
C-019328,CUNDINAMARCA,Entidad 271,Seleccion abreviada,"23.343.701,70",2025-10-21
C-019329,BOGOTA D.C.,Entidad 175,Seleccion abreviada,"6.729.764,08",2025-01-27
C-019330,BOGOTA D.C.,Entidad 283,Contratacion directa,"99.515.033,22",2025-03-07
C-019331,SANTANDER,Entidad 042,Contratacion directa,"43.473.048,23",2025-08-11
C-019332,SANTANDER,Entidad 100,Contratacion directa,"8.219.269,02",2025-07-02
C-019333,CUNDINAMARCA,Entidad 083,Licitacion publica,"9.533.756,18",2025-11-15
C-019334,BOGOTA D.C.,Entidad 028,Contratacion directa,"100.313.175,20",2025-04-07
C-019335,BOGOTA D.C.,Entidad 355,Licitacion publica,"18.494.327,80",2025-08-24
C-019336,SANTANDER,Entidad 361,Licitacion publica,"38.224.256,83",2025-05-23
C-019337,BOGOTA D.C.,Entidad 190,Licitacion publica,"38.352.990,14",2025-04-15
C-019338,BOGOTA D.C.,Entidad 380,Licitacion publica,"12.152.506,68",2025-09-10
C-019339,BOGOTA D.C.,Entidad 258,Contratacion directa,"39.352.053,02",2025-10-01
C-019340,ANTIOQUIA,Entidad 097,Licitacion publica,"32.370.782,61",2025-02-25
C-019341,BOGOTA D.C.,Entidad 096,Licitacion publica,"4.424.340,50",2025-08-04
C-019342,ANTIOQUIA,Entidad 065,Minima cuantia,"14.061.605,74",2025-06-02
C-019343,VALLE DEL CAUCA,Entidad 264,Seleccion abreviada,"87.877.190,18",2025-07-14
C-019344,CALDAS,Entidad 028,Licitacion publica,"56.966.872,40",2025-07-22
C-019345,HUILA,Entidad 221,Contratacion directa,"84.685.378,51",2025-12-19
C-019346,ANTIOQUIA,Entidad 265,Minima cuantia,"5.305.796,07",2025-08-20
C-019347,HUILA,Entidad 187,Minima cuantia,"83.069.176,01",2025-01-09
C-019348,META,Entidad 125,Minima cuantia,"154.791.610,16",2025-03-24
C-019349,VALLE DEL CAUCA,Entidad 032,Minima cuantia,"35.154.892,02",2025-12-20
C-019350,VALLE DEL CAUCA,Entidad 034,Licitacion publica,"37.591.378,90",2025-01-04
C-019351,BOLIVAR,Entidad 229,Seleccion abreviada,"86.156.885,63",2025-12-16
C-019352,NARINO,Entidad 288,Minima cuantia,"51.794.489,66",2025-06-20
C-019353,SANTANDER,Entidad 174,Minima cuantia,"97.004.824,09",2025-06-17
C-019354,CUNDINAMARCA,Entidad 155,Contratacion directa,"41.041.419,49",2025-10-01
C-019355,BOGOTA D.C.,Entidad 378,Contratacion directa,"33.859.739,10",2025-09-15
C-019356,CUNDINAMARCA,Entidad 113,Contratacion directa,"81.130.342,56",2025-07-06
C-019357,BOGOTA D.C.,Entidad 232,Minima cuantia,"4.792.560,58",2025-04-23
C-019358,BOGOTA D.C.,Entidad 258,Licitacion publica,"10.976.394,31",2025-12-06
C-019359,NARINO,Entidad 121,Seleccion abreviada,"294.215.254,86",2025-02-17
C-019360,SANTANDER,Entidad 075,Licitacion publica,"279.386.251,82",2025-08-24
C-019361,BOGOTA D.C.,Entidad 044,Contratacion directa,"172.166.627,08",2025-02-12
C-019362,TOLIMA,Entidad 006,Contratacion directa,"44.341.828,97",2025-05-15
C-019363,BOGOTA D.C.,Entidad 030,Contratacion directa,"487.358.549,68",2025-06-18
C-019364,ANTIOQUIA,Entidad 320,Contratacion directa,"23.013.331,19",2025-11-04
C-019365,BOGOTA D.C.,Entidad 327,Contratacion directa,"36.101.150,68",2025-09-20
C-019366,BOGOTA D.C.,Entidad 352,Seleccion abreviada,"4.689.985,33",2025-03-26
C-019367,BOGOTA D.C.,Entidad 170,Seleccion abreviada,"29.333.837,16",2025-04-25
C-019368,CUNDINAMARCA,Entidad 313,Licitacion publica,"82.282.599,69",2025-08-04
C-019369,CALDAS,Entidad 147,Seleccion abreviada,"58.626.595,83",2025-01-16
C-019370,HUILA,Entidad 353,Licitacion publica,"20.279.754,20",2025-02-16
C-019371,SANTANDER,Entidad 188,Seleccion abreviada,"7.692.323,40",2025-10-05
C-019372,VALLE DEL CAUCA,Entidad 188,Licitacion publica,"13.394.870,59",2025-11-07
C-019373,VALLE DEL CAUCA,Entidad 302,Seleccion abreviada,"20.125.068,57",2025-01-13
C-019374,BOGOTA D.C.,Entidad 164,Licitacion publica,"7.023.027,71",2025-02-23
C-019375,CESAR,Entidad 071,Seleccion abreviada,"12.917.716,49",2025-08-13
C-019376,CAUCA,Entidad 175,Seleccion abreviada,"28.311.102,70",2025-03-17
C-019377,ANTIOQUIA,Entidad 356,Seleccion abreviada,"10.201.006,67",2025-04-21
C-019378,BOGOTA D.C.,Entidad 386,Minima cuantia,"91.721.446,24",2025-01-12
C-019379,ANTIOQUIA,Entidad 383,Seleccion abreviada,"16.314.047,20",2025-08-23
C-019380,BOGOTA D.C.,Entidad 242,Seleccion abreviada,"13.340.508,51",2025-05-14
C-019381,CESAR,Entidad 277,Minima cuantia,"12.552.547,78",2025-01-15
C-019382,SANTANDER,Entidad 108,Contratacion directa,"21.237.262,46",2025-02-05
C-019383,SANTANDER,Entidad 027,Minima cuantia,"2.746.437,29",2025-05-03
C-019384,CUNDINAMARCA,Entidad 374,Licitacion publica,"27.329.491,56",2025-05-23
C-019385,SANTANDER,Entidad 171,Contratacion directa,"20.841.171,83",2025-07-10
C-019386,ANTIOQUIA,Entidad 092,Licitacion publica,"152.120.257,15",2025-10-06
C-019387,ATLANTICO,Entidad 305,Contratacion directa,"33.616.461,25",2025-01-10
C-019388,VAUPES,Entidad 089,Minima cuantia,"112.512.318,21",2025-10-19
C-019389,VALLE DEL CAUCA,Entidad 027,Contratacion directa,"4.524.175,46",2025-04-24
C-019390,VAUPES,Entidad 241,Seleccion abreviada,"63.965.286,60",2025-02-20
C-019391,BOGOTA D.C.,Entidad 068,Licitacion publica,"77.141.157,55",2025-10-04
C-019392,CUNDINAMARCA,Entidad 150,Contratacion directa,"30.406.510,51",2025-07-15
C-019393,ANTIOQUIA,Entidad 096,Minima cuantia,"35.375.531,99",2025-05-15
C-019394,BOGOTA D.C.,Entidad 132,Licitacion publica,"82.524.467,37",2025-06-01
C-019395,BOGOTA D.C.,Entidad 166,Seleccion abreviada,"99.301.653,90",2025-07-12
C-019396,ANTIOQUIA,Entidad 277,Licitacion publica,"7.505.054,97",2025-05-07
C-019397,VALLE DEL CAUCA,Entidad 348,Licitacion publica,"40.806.153,16",2025-04-13
C-019398,TOLIMA,Entidad 118,Licitacion publica,"116.543.790,08",2025-06-12
C-019399,BOLIVAR,Entidad 035,Contratacion directa,"5.817.920,14",2025-02-18
C-019400,ANTIOQUIA,Entidad 330,Contratacion directa,"22.644.343,06",2025-01-27
C-019401,ANTIOQUIA,Entidad 363,Contratacion directa,"76.083.501,55",2025-05-22
C-019402,CAUCA,Entidad 288,Seleccion abreviada,"42.339.946,73",2025-06-21
C-019403,BOGOTA D.C.,Entidad 400,Contratacion directa,"91.431.299,45",2025-08-01
C-019404,ANTIOQUIA,Entidad 223,Contratacion directa,"62.209.120,64",2025-07-16
C-019405,BOGOTA D.C.,Entidad 033,Licitacion publica,"12.243.350,00",2025-09-06
C-019406,BOGOTA D.C.,Entidad 095,Minima cuantia,"391.948.989,55",2025-07-13
C-019407,BOGOTA D.C.,Entidad 055,Licitacion publica,"198.639.958,44",2025-12-20
C-019408,CUNDINAMARCA,Entidad 364,Licitacion publica,"177.756.903,57",2025-12-28
C-019409,SANTANDER,Entidad 132,Minima cuantia,"27.527.668,18",2025-11-02
C-019410,BOGOTA D.C.,Entidad 319,Minima cuantia,"12.915.588,33",2025-03-18
C-019411,CUNDINAMARCA,Entidad 279,Contratacion directa,"13.342.072,42",2025-01-14
C-019412,BOGOTA D.C.,Entidad 229,Contratacion directa,"39.828.585,75",2025-03-15
C-019413,ANTIOQUIA,Entidad 050,Seleccion abreviada,"22.743.085,63",2025-03-22
C-019414,ANTIOQUIA,Entidad 001,Contratacion directa,"48.043.402,33",2025-02-02
C-019415,BOGOTA D.C.,Entidad 231,Licitacion publica,"68.729.227,28",2025-05-12
C-019416,CUNDINAMARCA,Entidad 185,Licitacion publica,"16.171.203,14",2025-11-17
C-019417,VALLE DEL CAUCA,Entidad 017,Licitacion publica,"14.410.194,19",2025-07-05
C-019418,ANTIOQUIA,Entidad 377,Minima cuantia,"12.975.282,16",2025-07-27
C-019419,BOGOTA D.C.,Entidad 067,Contratacion directa,"96.665.377,43",2025-01-15
C-019420,VALLE DEL CAUCA,Entidad 264,Seleccion abreviada,"68.708.027,49",2025-03-09
C-019421,TOLIMA,Entidad 102,Contratacion directa,"35.963.490,51",2025-06-08
C-019422,BOLIVAR,Entidad 076,Licitacion publica,"29.648.360,69",2025-12-16
C-019423,BOGOTA D.C.,Entidad 176,Contratacion directa,"5.137.558,75",2025-09-07
C-019424,NARINO,Entidad 218,Licitacion publica,"17.546.318,85",2025-07-23
C-019425,ANTIOQUIA,Entidad 120,Seleccion abreviada,"57.036.877,94",2025-05-24
C-019426,ANTIOQUIA,Entidad 108,Minima cuantia,"146.926.491,77",2025-03-06
C-019427,VALLE DEL CAUCA,Entidad 039,Licitacion publica,"147.288.520,38",2025-12-16
C-019428,BOGOTA D.C.,Entidad 004,Seleccion abreviada,"224.116.153,78",2025-12-19
C-019429,BOGOTA D.C.,Entidad 037,Contratacion directa,"23.508.454,62",2025-08-07
C-019430,BOGOTA D.C.,Entidad 180,Licitacion publica,"38.696.937,22",2025-01-24
C-019431,BOGOTA D.C.,Entidad 057,Minima cuantia,"20.977.306,84",2025-06-16
C-019432,BOGOTA D.C.,Entidad 305,Minima cuantia,"16.480.070,18",2025-05-24
C-019433,ATLANTICO,Entidad 365,Minima cuantia,"81.406.625,56",2025-08-27
C-019434,VALLE DEL CAUCA,Entidad 228,Licitacion publica,"38.970.559,82",2025-06-09
C-019435,CUNDINAMARCA,Entidad 254,Minima cuantia,"25.738.904,39",2025-12-05
C-019436,ANTIOQUIA,Entidad 081,Seleccion abreviada,"51.969.532,99",2025-03-04
C-019437,ANTIOQUIA,Entidad 314,Minima cuantia,"77.145.043,34",2025-02-28
C-019438,BOGOTA D.C.,Entidad 332,Contratacion directa,"16.150.775,04",2025-06-27
C-019439,SANTANDER,Entidad 391,Seleccion abreviada,"26.736.177,37",2025-09-17
C-019440,BOGOTA D.C.,Entidad 043,Minima cuantia,"11.499.283,19",2025-09-09
C-019441,ANTIOQUIA,Entidad 393,Minima cuantia,"72.806.344,51",2025-08-23
C-019442,BOGOTA D.C.,Entidad 041,Contratacion directa,"112.169.815,59",2025-10-25
C-019443,BOGOTA D.C.,Entidad 368,Minima cuantia,"48.557.972,34",2025-12-03
C-019444,SANTANDER,Entidad 302,Contratacion directa,"7.379.331,06",2025-07-26
C-019445,CALDAS,Entidad 071,Licitacion publica,"51.180.650,01",2025-07-22
C-019446,SANTANDER,Entidad 231,Seleccion abreviada,"70.577.115,30",2025-11-23
C-019447,CALDAS,Entidad 036,Licitacion publica,"63.948.043,06",2025-09-22
C-019448,NARINO,Entidad 382,Minima cuantia,"59.277.338,28",2025-04-15
C-019449,CAUCA,Entidad 139,Minima cuantia,"59.210.498,05",2025-12-25
C-019450,ATLANTICO,Entidad 276,Contratacion directa,"42.956.072,71",2025-05-05
C-019451,VALLE DEL CAUCA,Entidad 225,Minima cuantia,"22.225.758,43",2025-05-15
C-019452,ANTIOQUIA,Entidad 069,Seleccion abreviada,"12.892.747,50",2025-08-14
C-019453,ATLANTICO,Entidad 152,Contratacion directa,"7.293.615,43",2025-01-04
C-019454,SANTANDER,Entidad 096,Seleccion abreviada,"12.778.621,11",2025-07-12
C-019455,BOLIVAR,Entidad 336,Seleccion abreviada,"74.542.899,61",2025-09-22
C-019456,VALLE DEL CAUCA,Entidad 271,Contratacion directa,"22.703.963,61",2025-09-04
C-019457,BOGOTA D.C.,Entidad 247,Contratacion directa,"77.353.771,72",2025-06-04
C-019458,BOGOTA D.C.,Entidad 371,Minima cuantia,"18.116.705,51",2025-07-28
C-019459,ANTIOQUIA,Entidad 337,Licitacion publica,"2.738.353,57",2025-08-19
C-019460,BOGOTA D.C.,Entidad 043,Seleccion abreviada,"11.030.315,52",2025-03-01
C-019461,CAUCA,Entidad 230,Contratacion directa,"492.766.464,33",2025-07-27
C-019462,BOGOTA D.C.,Entidad 050,Minima cuantia,"33.214.925,81",2025-04-09
C-019463,ANTIOQUIA,Entidad 307,Licitacion publica,"19.962.310,60",2025-07-11
C-019464,VALLE DEL CAUCA,Entidad 213,Licitacion publica,"5.513.316,68",2025-11-21
C-019465,VALLE DEL CAUCA,Entidad 389,Licitacion publica,"1.633.578,98",2025-05-22
C-019466,TOLIMA,Entidad 229,Minima cuantia,"14.264.018,30",2025-11-22
C-019467,BOGOTA D.C.,Entidad 280,Licitacion publica,"56.906.270,12",2025-07-02
C-019468,BOGOTA D.C.,Entidad 153,Licitacion publica,"20.370.814,09",2025-06-23
C-019469,BOGOTA D.C.,Entidad 357,Minima cuantia,"52.431.826,36",2025-08-16
C-019470,BOGOTA D.C.,Entidad 032,Licitacion publica,"27.991.089,88",2025-05-03
C-019471,BOGOTA D.C.,Entidad 243,Contratacion directa,"23.138.723,65",2025-09-18
C-019472,ANTIOQUIA,Entidad 170,Minima cuantia,"35.432.820,40",2025-02-14
C-019473,NARINO,Entidad 033,Minima cuantia,"10.199.566,01",2025-12-21
C-019474,ANTIOQUIA,Entidad 100,Contratacion directa,"10.882.229,87",2025-02-08
C-019475,VALLE DEL CAUCA,Entidad 280,Licitacion publica,"56.005.223,96",2025-12-08
